MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
3610009,2016,Kingston West,Pennsylvania (Bituminous),Westmoreland,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,C & D Coal Company Llc,"200 Chestnut Ridge Road, Latrobe, PA 15650",,Appalachia Northern,21371,6,8305,9.969790141790192
4003027,2016,Surface Mine #1,Tennessee,Claiborne,Temporarily closed,Surface,Independent Producer Operator,Mine only,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,86359,16,21924,11.366268305126779
4003177,2016,Prosperity Mine No. 1,Tennessee,Claiborne,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Prosperity Coal, Llc","179 Pepperhill Drive, Suite 1, London, KY 40741",,Appalachia Central,12550,21,21500,9.43747594455993
4003273,2016,Watson Branch,Tennessee,Claiborne,Active,Underground,Independent Producer Operator,Mine only,"Solid Fuel, Inc.","P.O. Box 276, Middlesboro, KY 40965",,Appalachia Central,41479,23,42062,10.632942554049004
4003351,2016,Straight Creek Surface Mine #1,Tennessee,Claiborne,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Tackett Creek Mining Inc,"111 Mill Creek Road, Pathfork, KY 40863",,Appalachia Central,134344,20,46652,11.808158953574845
4003365,2016,Double Mountain Mine,Tennessee,Claiborne,Active,Underground,Independent Producer Operator,Mine only,"Kopper Glo Mining, Llc","P.O. Box 203, Clairfield, TN 37715",,Appalachia Central,318402,58,125000,12.671070014339673
4003441,2016,Cooper Ridge Deep Mine,Tennessee,Claiborne,Active,Underground,Independent Producer Operator,Mine only,"Kopper Glo Mining, Llc","P.O. Box 203, Clairfield, TN 37715",,Appalachia Central,50847,16,35421,10.836576402686164
4102840,2016,San Miguel Lignite Mine,Texas,Atascosa,Active,Surface,Operating Subsidiary,Mine only,"Kiewit Mining Group, Inc.","P.O. Box 399, Jourdanton, TX 78026",,Interior,2776858,256,570369,14.836830630663924
4101192,2016,Big Brown Strip,Texas,Freestone,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 948, Fairfield, TX 75840",International Brotherhood Of Electrical Workers,Interior,1341856,117,227951,14.109564288222904
4103101,2016,South Hallsville No 1 Mine,Texas,Harrison,Active,Surface,Operating Subsidiary,Mine only,The Sabine Mining Company,"6501 Farm Road 968 West, Hallsville, TX 75650",,Interior,4186658,337,738476,15.24741336027038
4104864,2016,Marshall Mine,Texas,Harrison,Active,Surface,Independent Producer Operator,Mine only,Caddo Creek Resources Company,"3900 Fm 1186, Marshall, TX 75672",,Interior,213647,29,54494,12.272080399316671
4102776,2016,Sulphur Springs Strip,Texas,Hopkins,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1636, Mt. Pleasant, TX 75456",International Brotherhood Of Electrical Workers,Interior,59120,23,36516,10.987324555622083
4104085,2016,Three Oaks,Texas,Lee,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"7207 W Fm 696, Elgin, TX 78621",International Brotherhood Of Electrical Workers,Interior,6983347,331,716019,15.75903887270297
4103164,2016,Jewett Mine,Texas,Leon,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,Texas Westmoreland Coal Co.,"P.O. Box 915, Jewett, TX 75846",,Interior,3664991,253,538943,15.11433643763821
4104586,2016,Kosse Strip,Texas,Limestone,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"4731 East Hwy 7, Kosse, TX 76653",International Brotherhood Of Electrical Workers,Interior,9299300,346,755127,16.04544968647344
4103739,2016,Eagle Pass Mine,Texas,Maverick,Active,Surface,Operating Subsidiary,Mine only,"Camino Real Fuels, Llc","4301 County Road 531, Eagle Pass, TX 78852",,Interior,1788032,193,446418,14.396626131647167
4102632,2016,Beckville Strip,Texas,Panola,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1359, Tatum, TX 75691",International Brotherhood Of Electrical Workers,Interior,43036,117,296061,10.6697922537138
4103659,2016,Tatum Strip Mine,Texas,Panola,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1359, Tatum, TX 75691",International Brotherhood Of Electrical Workers,Interior,2827656,104,226936,14.854958657864264
4103428,2016,Calvert Mine,Texas,Robertson,Active,Surface,Operating Subsidiary,Mine only,Kiewit Mining Group,"P.O. Box H, Bremond, TX 76629",,Interior,2123226,110,237702,14.568447188152021
4103660,2016,Oak Hill Strip,Texas,Rusk,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1359, Tatum, TX 75691",International Brotherhood Of Electrical Workers,Interior,1185715,171,355011,13.98585652612097
4104964,2016,Liberty,Texas,Rusk,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1359, Tatum, TX 75691",International Brotherhood Of Electrical Workers,Interior,2507142,174,354481,14.734654016940436
4201566,2016,Skyline Mine #3,Utah,Carbon,Active,Underground,Operating Subsidiary,Mine only,Canyon Fuel Company Llc,"Hc 35 Box 380, Helper, UT 84526",,Uinta Region,4756924,339,671018,15.375111798831044
4201890,2016,Dugout Canyon Mine,Utah,Carbon,Active,Underground,Independent Producer Operator,Mine only,Canyon Fuel Company Llc,"P.O. Box 1029, Wellington, UT 84542",,Uinta Region,650208,98,192829,13.38504759068274
4202241,2016,Lila Canyon,Utah,Carbon,Active,Underground,Operating Subsidiary,Mine only,"Utah American Energy, Inc.","P.O. Box 910, East Carbon, UT 84520",,Uinta Region,1586720,157,371814,14.277179550419952
4202263,2016,Castle Valley Mine #3,Utah,Emery,Active,Underground,Independent Producer Operator,Mine only,Castle Valley Mining Llc,"P.O. Box 475, Huntington, UT 84528",,Uinta Region,169899,13,20796,12.042959421827517
4202335,2016,Castle Valley Mine #4,Utah,Emery,Active,Underground,Independent Producer Operator,Mine only,Castle Valley Mining Llc,"P.O. Box 475, Huntington, UT 84528",,Uinta Region,724291,73,165670,13.492948524315798
4202519,2016,Coal Hollow Mine,Utah,Kane,Active,Surface,Independent Producer Operator,Mine only,Alton Coal Development Llc,"463 North 100 W Suite 1, Cedar City, UT 84721",,Western,669025,27,81495,13.413576707619926
4202639,2016,Burton #1 Mine,Utah,Kane,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Alton Coal Development Llc,"463 North 100 West Suite 1, Cedar City, UT 84721",,Western,33884,8,15256,10.430698205551442
4200089,2016,Sufco,Utah,Sevier,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Canyon Fuel Company Llc,"597 South Sr24, Salina, UT 84654",,Uinta Region,5375171,370,760850,15.497300945425437
1518713,2016,No 009,Virginia,Buchanan,Active,Surface,Operating Subsidiary,Mine only,C W Augering Inc,"24044 State Hwy 194 East, Fedscreek, KY 41524",,Appalachia Central,91586,16,14091,11.425033700553291
4401486,2016,Meridian #2,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine only,Calico Coal Inc,"48 College Drive, Bluefield, VA 24605",,Appalachia Central,137783,50,110170,11.833435262752497
4404856,2016,Buchanan Mine #1,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,"Buchanan Minerals, Llc","P.O. Box Drawer L, Oakwood, VA 24631",,Appalachia Central,4946468,469,1146491,15.414184344503827
4406499,2016,D-18,Virginia,Buchanan,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,194242,47,116266,12.176860083340625
4406748,2016,D-16,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,82356,33,80761,11.318806592696635
4406839,2016,D-20,Virginia,Buchanan,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,6944,7,14035,8.845633256340186
4406868,2016,No 6,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine only,"A B & J Coal Company, Inc.","P.O. Box 863, Grundy, VA 24614",,Appalachia Central,59240,16,45977,10.989352268381735
4406920,2016,No. 2,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine only,"D&h Mining, Inc.","2703 Steelsburg Hwy, Cedar Bluff, VA 24609",,Appalachia Central,61833,20,43725,11.032192481511407
4407045,2016,D-19,Virginia,Buchanan,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,72246,19,47633,11.187832241120274
4407047,2016,D-15,Virginia,Buchanan,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,2671,14,4240,7.890208213109961
4407154,2016,No. 5,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine only,"Dacoal Mining, Inc.","P.O. Box 1038, Grundy, VA 24614",,Appalachia Central,32400,14,23320,10.38591370178042
4407199,2016,Laurel Branch Surface,Virginia,Buchanan,Active,Surface,Operating Subsidiary,Mine only,Clintwood Elkhorn Mining Llc,"23956 Hwy 194 E, Fedscreek, KY 41524",,Appalachia Central,365725,51,125893,12.809636963846287
4407220,2016,D-17,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,85323,22,54071,11.354199333711149
4407225,2016,Huffman Fk.,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,Surface Minerals Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,26780,28,78722,10.195410619245164
4407254,2016,3 Pole,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,Surface Minerals Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,97324,15,38537,11.48580089757357
4407269,2016,Middle Fork Hagy,Virginia,Buchanan,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Banner Blue Coal Company,"1081 Ky Rt 122e, Martin, KY 41649",,Appalachia Central,3280,17,2824,8.09559870137819
4407270,2016,Surface Mine No. 1,Virginia,Buchanan,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Pb Dirt Movers, Inc","Dirt Movers Road, Big Rock, VA 24603",,Appalachia Central,39480,4,7240,10.583549493547418
4407280,2016,S-5 Aily Branch,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,26258,14,13479,10.175725983494056
4407285,2016,No. 10,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,"Apex Energy, Inc.","23956 State Highway 194 East, Fedscreek, KY 41524",,Appalachia Central,274236,41,90218,12.521744328520885
4407318,2016,Hackney Creek Hagy,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine only,Banner Blue Coal Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,494395,134,296013,13.11109007180587
4407326,2016,Louis Lowe Surface Mine,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,"Omega Surface Mining, Llc","P.O. Box 40, Cedar Bluff, VA 24609",,Appalachia Central,1125,14,24848,7.025538314638521
4407327,2016,Huffman Highwall,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,Omega Highwall Mining Services,"P.O. Box 40, Cedar Bluff, VA 24609",,Appalachia Central,163167,13,34669,12.002529495183426
4407355,2016,Surface Mine No. 1,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,Surface Minerals Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,150372,23,58198,11.920867502953286
4609370,2016,Miner #57,Virginia,Buchanan,Active,Surface,Independent Producer Operator,Mine only,"C W Augering, Inc.","24044 State Highway 194 East, Fedscreek, KY 41524",,Appalachia Central,14308,11,4843,9.568574100378909
1519736,2016,M-107,Virginia,Dickenson,Active,Surface,Independent Producer Operator,Mine only,"Contract Highwall Mining, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,42324,8,7278,10.653109580024053
4403443,2016,Wakenva Prep Plant,Virginia,Dickenson,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Coal Technology International,","P.O. Box 40, Cedar Bluff, VA 24609",,Appalachia Central,314273,9,11523,12.65801731390947
4406929,2016,Deep Mine #26,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Dr, Norton, VA 24273",,Appalachia Central,346657,87,181881,12.756091097445278
4407089,2016,Ghm #32,Virginia,Dickenson,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Green Hill Mining,inc.","P.O. Box 760, London, KY 40743",,Appalachia Central,11438,2,2237,9.344696424475261
4407129,2016,Deep Mine #25,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Mine only,"Jarisa, Inc.","P.O. Box 531, Neon, KY 41840",,Appalachia Central,149677,28,59573,11.916234917989229
4407163,2016,88 Strip,Virginia,Dickenson,Active,Surface,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,545536,81,196461,13.20952407657818
4407217,2016,No 10,Virginia,Dickenson,Active,Underground,Independent Producer Operator,Mine only,Four O Mining Corporation,"P.O. Box 148, Vansant, VA 24656",,Appalachia Central,20250,15,13818,9.915910072534686
4407223,2016,Deep Mine 41,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,1510135,325,683430,14.22770960876832
4407231,2016,Mine No. 1,Virginia,Dickenson,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Central App. Coal Co.,"P.O. Box 991, Big Stone Gap, VA 24219",,Appalachia Central,17424,11,17795,9.765603845172741
4407282,2016,"Mill Creek Mining, Inc. #1 Str",Virginia,Dickenson,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mill Creek Mining Inc,"235 Marigold Lane, Coeburn, VA 24230",,Appalachia Central,25602,3,905,10.150425752416055
4407306,2016,Omm,Virginia,Dickenson,Active,Underground,Independent Producer Operator,Mine only,Estep Coal Company Inc,"P.O. Box 1025, Grundy, VA 24614",,Appalachia Central,10000,8,3886,9.210340371976184
4407308,2016,No. 9,Virginia,Dickenson,Active,Underground,Independent Producer Operator,Mine only,Capital Coal Corporation,"P.O. Box 1426, Grundy, VA 24614",,Appalachia Central,118549,29,61210,11.68308165619859
4407322,2016,Cabin Ridge Surface Mine,Virginia,Dickenson,Active,Surface,Independent Producer Operator,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,388833,56,141441,12.870905224509821
4406544,2016,Sawmill Hollow #1,Virginia,Lee,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,A & G Coal Corporation,"P.O. Box 2178, Beaver, WV 25813",,Appalachia Central,112444,35,67908,11.630210598916348
4407313,2016,Buffalo Highwall,Virginia,Russell,Active,Surface,Independent Producer Operator,Mine only,"Omega Highwall Mining Ii, Llc","112 River Road, Cedar Bluff, VA 24609",,Appalachia Central,179268,7,14286,12.096637171830318
4407172,2016,Virginia Point No. 1 Surface M,Virginia,Tazewell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,Appalachia Central,24645,6,13900,10.112329319139478
4407288,2016,Hill Creek Highwall,Virginia,Tazewell,Active,Surface,Independent Producer Operator,Mine only,"Omega Highwall Mining, Llc","P.O. Box 40, Cedar Bluff, VA 24609",,Appalachia Central,205695,7,9101,12.234149768102064
4609219,2016,Highwall Miner #2,Virginia,Tazewell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","640 Clover Dew Dairy Rd., Princeton, WV 24740",,Appalachia Central,19805,4,2676,9.893689710056018
4406045,2016,No 5 Strip,Virginia,Wise,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Humphreys Enterprises Inc,"6999 Polk Road, Norton, VA 24273",,Appalachia Central,3730,4,7955,8.224163512637862
4406084,2016,No 27 Strip,Virginia,Wise,Active,Surface,Independent Producer Operator,Mine only,"Humphreys Enterprises, Inc.","P.O. Box 668, Norton, VA 24273",,Appalachia Central,237718,24,46983,12.37884037618591
4406545,2016,No. 28 Strip,Virginia,Wise,Active,Surface,Independent Producer Operator,Mine only,"Humphreys Enterprises, Inc.","P.O. Box 668, Norton, VA 24273",,Appalachia Central,180268,27,53168,12.102199911465132
4406992,2016,Strip #12,Virginia,Wise,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,A & G Coal Corporation,"P.O. Box 2178, Beaver, WV 25813",,Appalachia Central,120195,39,70610,11.69687070288028
4407052,2016,D-10 Dorchester,Virginia,Wise,Active,Underground,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,19841,17,25132,9.895505782794471
4407081,2016,No. 2,Virginia,Wise,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Regent Allied Carbon Energy, I","P.O. Box 917, Abingdon, VA 24617",,Appalachia Central,18291,20,12858,9.814164414575925
4407087,2016,D-6 North Fork,Virginia,Wise,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,215642,50,131254,12.281374904239716
4407133,2016,No. 26 Strip,Virginia,Wise,Active,Surface,Independent Producer Operator,Mine only,Humphreys Enterprises Inc,"P.O. Box 668, Norton, VA 24273",,Appalachia Central,137014,25,49927,11.827838389370264
4407137,2016,No. 2,Virginia,Wise,Active,Underground,Independent Producer Operator,Mine only,"Patriot Mining, Llc","P.O. Box 917, Abingdon, VA 24210",,Appalachia Central,239885,46,93323,12.387914920820428
4407150,2016,D-7 Osaka,Virginia,Wise,Active,Underground,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,125221,28,72209,11.737835455212151
4407284,2016,#2,Virginia,Wise,Active,Surface,Independent Producer Operator,Mine only,"Big D Enterprises, Inc","235 Marigold Lane, Coeburn, VA 24230",,Appalachia Central,16166,6,13928,9.69066555029379
4407362,2016,#1,Virginia,Wise,Active,Surface,Independent Producer Operator,Mine only,Ridgetop Development Llc,"P.O. Box 1090, Oceana, WV 24870",,Appalachia Central,123619,20,49874,11.724959533874609
4604168,2016,Sentinel Mine,West Virginia (Northern),Barbour,Active,Underground,Independent Producer Operator,Mine only,Wolf Run Mining Llc,"21550 Barbour County Hwy, Philippi, WV 26416",,Appalachia Northern,1001623,239,533325,13.817132242323105
4604670,2016,Hobet Mine,West Virginia (Southern),Boone,Active,Surface,Operating Subsidiary,Mine only,Erp Environmental Fund Inc,"P.O. Box 305, Madison, WV 25130",United Mine Workers Of America,Appalachia Central,153884,46,105379,11.943954350809644
4606618,2016,Gateway Eagle Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Rockwell Mining Llc,"P.O. Box 88, Wharton, WV 25208",United Mine Workers Of America,Appalachia Central,535476,96,213899,13.190911349938416
4607938,2016,"Black Castle Mining Company, L",West Virginia (Southern),Boone,Active,Surface,Operating Subsidiary,Mine only,"Black Castle Mining Company, L","782 Robinson Creek Road, Madison, WV 25130",,Appalachia Central,1672123,178,440104,14.329604634514343
4608384,2016,Seng Creek Powellton,West Virginia (Southern),Boone,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Elk Run Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,23508,13,26443,10.065096067732542
4608759,2016,North Eagle Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,"Kanawha Eagle Mining, Llc","P.O. Box 189, Comfort, WV 25049",,Appalachia Central,841540,116,275257,13.642988825648466
4608870,2016,Synergy Surface Mine No 1,West Virginia (Southern),Boone,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Award Development, Llc","3429 Springlake Drive, Lexington, KY 40517",,Appalachia Central,72030,12,19282,11.184837977883408
4608921,2016,Surface Mine No. 7,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,"Cline & Son Stone & Gravel, In","P.O. Box 374, Gilbert, WV 25621",,Appalachia Central,14346,10,4960,9.571226436686379
4609070,2016,Boone North No. 2 Surface Mine,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,"Raven Crest Contracting, Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,437612,59,94392,12.989087952017398
4609152,2016,Black Oak Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Rockwell Mining Llc,"P.O. Box 57, Wharton, WV 25208",United Mine Workers Of America,Appalachia Central,314574,79,193819,12.65897462156296
4609163,2016,Roundbottom Powellton Deep Min,West Virginia (Southern),Boone,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Elk Run Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,33136,15,33400,10.408375583635365
4609258,2016,Peerless Rachel Mine,West Virginia (Southern),Boone,Active,Underground,Independent Producer Operator,Mine only,"Kanawha Eagle Mining, Llc","P.O. Box 189, Comfort, WV 25049",,Appalachia Central,774752,100,230386,13.56029825712456
4609293,2016,Hunter Peerless Mine,West Virginia (Southern),Boone,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Elk Run Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,62111,23,34314,11.036678385890651
4609309,2016,Hill Fork Mine,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,Erp Environmental Fund Inc,"P.O. Box 305, Madison, WV 25130",United Mine Workers Of America,Appalachia Central,76024,15,32873,11.238804358891151
4604236,2016,Maple Eagle No. 1 Mine,West Virginia (Southern),Fayette,Active,Underground,Independent Producer Operator,Mine only,Seminole Wv Mining Complex,"1345 Elk Ridge Road, Powellton, WV 25161",,Appalachia Central,333665,64,156581,12.717892774611778
4607058,2016,Sycamore Surface Mine,West Virginia (Southern),Fayette,Active,Surface,Independent Producer Operator,Mine only,Seminole Wv Mining Complex,"1345 Elk Ridge Road, Powellton, WV 25161",,Appalachia Central,56703,13,30500,10.945582398369066
4608625,2016,Kingston No 1,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,258103,83,172452,12.461114009040937
4608932,2016,Kingston No. 2,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,306678,97,203389,12.633553616195977
4609054,2016,Republic Energy,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Mine only,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,1396742,164,393834,14.149652939723106
4609105,2016,Surface No 5,West Virginia (Southern),Fayette,Temporarily closed,Surface,Independent Producer Operator,Mine only,Frasure Creek Mining Llc,"137 1/2 E Main St, P.O. Box 10, Oak Hill, WV 25901",,Appalachia Central,1198,2,1960,7.088408778675395
4607376,2016,Lost Flat Surface Mine,West Virginia (Southern),Greenbrier,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"South Fork Coal Company, Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,17615,19,12295,9.776506090775339
4609154,2016,Pocahontas Mine,West Virginia (Southern),Greenbrier,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Greenbrier Minerals Llc,"100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,4176,9,15405,8.337109129562474
4609172,2016,Mountaineer Pocahontas No 1 Mi,West Virginia (Southern),Greenbrier,Active,Underground,Independent Producer Operator,Mine only,Greenbrier Minerals Llc,"100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,4577,9,30944,8.428799040653642
4609448,2016,Blue Knob Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Independent Producer Operator,Mine only,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,96945,21,42166,11.481899086365106
4609473,2016,No. 1 Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Independent Producer Operator,Mine only,"Princess Polly Anna Coal, Inc.","P.O. Box 1624, Lewisburg, WV 24901",,Appalachia Central,104654,20,50025,11.558414949790597
4609490,2016,Pollock Knob Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Independent Producer Operator,Mine only,"Greenbrier Minerals, Llc","100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,188730,22,48228,12.148072701232184
4605437,2016,American Eagle Mine,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"P.O. Box 99, Dawes, WV 25054",,Appalachia Central,2041927,252,581734,14.529404527802301
4607178,2016,Samples Surface Mine,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,1063433,98,233642,13.877012912108022
4608849,2016,Dry Branch Surface No 1,West Virginia (Southern),Kanawha,Temporarily closed,Surface,Independent Producer Operator,Mine only,Pritchard Mining Company Inc,"P.O. Box 3311, Charleston, WV 25333",,Appalachia Central,20342,6,12193,9.920442993185542
4609153,2016,Samples Mine Highwall Miner,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,160242,11,28198,11.984440451539893
4609170,2016,Four Mile Surface Mine No 2,West Virginia (Southern),Kanawha,Active,Surface,Independent Producer Operator,Mine only,Long Flame Coal Corp,"13905 Maccorkle Ave, Suite 200, Chesapeake, WV 25315",,Appalachia Central,274260,34,70600,12.521831840553846
4609221,2016,Slabcamp,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Mammoth Coal Co.,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,937837,115,249897,13.751331438900706
4609230,2016,Winchester  Ug Mine,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"P.O. Box 100, Eskdale, WV 25075",,Appalachia Central,532403,109,250843,13.185156000348224
4609285,2016,Briar Mountain Surface Mine,West Virginia (Southern),Kanawha,Active,Surface,Independent Producer Operator,Mine only,Ed Coal Inc,"P.O. Box 900, Sandy Hook, KY 41171",,Appalachia Central,3726,7,10908,8.223090551161533
4609296,2016,Blue Creek No. 2 Mine,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Blue Creek Mining Llc,"P.O. Box 366, Tad, WV 25201",,Appalachia Central,149050,42,48625,11.912037099106218
4609297,2016,Blue Creek No. 1 Ug Mine,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,"Blue Creek Mining, Llc","P.O. Box 366, Tad, WV 25201",,Appalachia Central,681203,105,187801,13.431615631753926
1518819,2016,Shm-35 (Pounding Mill),West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,Hampden Coal Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,113473,13,14707,11.639320202141805
4608636,2016,No. 2,West Virginia (Southern),Logan,Temporarily closed,Underground,Independent Producer Operator,Mine only,Rockhouse Creek Development Ll,"P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,24280,12,22555,10.097408245173435
