MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
4407079,2016,Ghm #51,Kentucky (East),Whitley,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"P.O. Box 760, London, KY 40743",,Appalachia Central,17952,2,3700,9.795456808322422
4407085,2016,Ghm #37,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,"Green Hill Mining, Inc.","P.O. Box 760, London, KY 40743",,Appalachia Central,2238,2,1668,7.71333788887187
1601031,2016,Dolet Hills Lignite Company,Louisiana,De Soto,Active,Surface,Operating Subsidiary,Mine only,Dolet Hills Lignite Company Ll,"377 Highway 522, Mansfield, LA 71052",,Interior,2535448,275,657196,14.745880905231514
1601499,2016,Five Forks Mine,Louisiana,Natchitoches,Active,Surface,Operating Subsidiary,Mine only,"Demery Resources Company, L.L.","839 Five Forks Road, Saline, LA 71070",,Interior,262208,30,67445,12.476893360906542
1800133,2016,Cabin Run,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Beechwood Coal, Llc","19709 Winners View Terrace, Frostburg, MD 21532",,Appalachia Northern,223635,20,48312,12.31777053753061
1800391,2016,No 1 Strip,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Beechwood Coal Llc,"19709 Winner View Terrace, Frostburg, MD 21532",,Appalachia Northern,75925,11,26617,11.237501289913949
1800529,2016,Cobra No 1,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Cobra Mining Inc,"P.O. Box 356, Barton, MD 21521",,Appalachia Northern,31880,10,19964,10.369734132904151
1800713,2016,Job #3,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Tri-Star Mining Inc,"2278 Michael Rd. / P.O. Box 33, Barton, MD 21521",,Appalachia Northern,175501,31,86791,12.075400019877522
1800748,2016,Taylor # 1,Maryland,Allegany,Active,Underground,Independent Producer Operator,Mine only,Arj Construction Company Inc,"P.O. Box 886, Lewisburg, WV 24901",,Appalachia Northern,189805,37,70275,12.153752508330474
1800752,2016,Federal Hill Mine,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Beechwood Coal, Llc","19709 Winner View Terrace, Frostburg, MD 21532",,Appalachia Northern,59550,5,12459,10.994571574783446
1800760,2016,No. 1 Mine,Maryland,Allegany,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Ritchie Trucking & Excavating,","19709 Winner View Terrace, Frostburg, MD 21532",,Appalachia Northern,5420,5,5553,8.597851094433691
1800769,2016,Carlos Surface,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Beechwood Coal, Llc","19709 Winners View Terrace, Frotsburg, MD 21532",,Appalachia Northern,108673,14,13125,11.596098652190982
1800776,2016,No. 1 Surface,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Walker Brothers Mining, Inc.","P.O. Box 583, Midlothian, MD 21543",,Appalachia Northern,44829,12,26203,10.710610530409502
1800777,2016,Jackson,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,C & S  Coal Llc,"15400 Blacksmith Lane, Lonaconing, MD 21539",,Appalachia Northern,29879,3,4496,10.304911171484573
1800372,2016,No 1 Strip,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,G & S Coal Company Inc,"P.O. Box 185, Bloomington, MD 21523",,Appalachia Northern,36937,12,18556,10.516969037677818
1800630,2016,#1 Strip,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,"Pine Mountain Coal Company, In","15615 Raynor Hill Drive Sw, Frostburg, MD 21532",,Appalachia Northern,4843,6,9519,8.48528964240323
1800765,2016,No. 1 Surface,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,"Savage Mountain Minerals, Inc.","19606 Sugar Maple Road Sw, Barton, MD 21521",,Appalachia Northern,57207,10,23306,10.954431547502736
1800780,2016,Casselman Mine,Maryland,Garrett,Active,Underground,Independent Producer Operator,Mine only,"Maryland Energy Resources, Llc","P.O. Box 149, Friedens, PA 15541",,Appalachia Northern,518982,98,219801,13.159624479465663
1800790,2016,Wolf Den Run Mine,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,Vindex Energy Llc,"P.O. Box 78, Mount Storm, WV 26739",,Appalachia Northern,21053,11,27171,9.954798346770556
1800794,2016,Taylor Highwall Mine,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,Arj Construction Company,"3834 Westernport Road, Maryland, MD 21562",,Appalachia Northern,28688,8,11122,10.264234195844914
3609203,2016,3140,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,Appalachia Northern,2939,3,480,7.985824666418917
2200690,2016,Red Hills Mine,Mississippi,Choctaw,Active,Surface,Operating Subsidiary,Mine only,Mississippi Lignite Mining Com,"1000 Mcintire Rd, Ackerman, MS 39735",,Interior,2766091,215,435928,14.832945690159518
2200803,2016,Liberty Mine,Mississippi,Kemper,Active,Surface,Operating Subsidiary,Mine only,Liberty Fuels Company Llc,"4707 Hwy 493, Dekalb, MS 39328",,Interior,103649,123,166748,11.548765469964032
2302262,2016,Foster South,Missouri,Bates,Active,Surface,Independent Producer Operator,Mine only,Continental Coal Inc,"10801 Mastin, Suite 920, Overland Park, KS 66210",,Interior,233898,19,42945,12.362640401873037
2400839,2016,Decker Mine,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Decker Coal Company,"P.O. Box 12, Decker, MT 59025",United Mine Workers Of America,Powder River Basin,3202363,139,259998,14.97939953275913
2400910,2016,Absaloka Mine,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Westmoreland Resources Inc.,"P.O. Box 449, Hardin, MT 59034",International Union Of Operation Engineers,Powder River Basin,4157548,131,251849,15.240436035382452
2401457,2016,Spring Creek Coal Company,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine only,Spring Creek Coal Llc,"P.O. Box 67, Decker, MT 59025",,Powder River Basin,10245081,233,450630,16.142308245919637
2401950,2016,Bull Mountains Mine No 1,Montana,Musselshell,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Signal Peak Energy Llc,"100 Portal Dr, Roundup, MT 59072",,Western,5609042,237,505597,15.539890496428209
2400106,2016,Savage Mine,Montana,Richland,Active,Surface,Operating Subsidiary,Mine only,Westmoreland Savage Corporatio,"P.O. Box 30, Savage, MT 59262",International Union Of Operation Engineers,Western,309144,13,24960,12.641562466744034
2401747,2016,Rosebud Mine&crusher/Conveyor,Montana,Rosebud,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Western Energy Company,"P.O. Box 99, Colstrip, MT 59323",International Union Of Operation Engineers,Powder River Basin,8812478,389,765297,15.991679229645644
2902257,2016,El Segundo,New Mexico,Mckinley,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"El Segundo Coal Company, Llc","P.O. Box 757, Grants, NM 87020",,Western,4902936,249,522242,15.405344767315462
2900097,2016,Navajo Mine,New Mexico,San Juan,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Bisti Fuels Company Llc,"P.O. Box 3767, Farmington, NM 87499",International Union Of Operation Engineers,Western,4107436,370,730976,15.228309547518368
2902170,2016,San Juan Mine 1,New Mexico,San Juan,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,San Juan Coal Company,"P.O. Box 561, Waterflow, NM 87421",International Union Of Operation Engineers,Western,4330717,404,743555,15.281243675184891
3200491,2016,Falkirk Mine,North Dakota,Mclean,Active,Surface,Operating Subsidiary,Mine only,Falkirk Mining Company,"P.O. Box 1087, Underwood, ND 58576",,Western,7248542,491,909918,15.796310903158572
3200043,2016,Beulah Mine,North Dakota,Mercer,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Dakota Westmoreland Corp,"P.O. Box 39, Beulah, ND 58523",United Mine Workers Of America,Western,879238,44,94856,13.686810902247643
3200595,2016,Freedom Mine,North Dakota,Mercer,Active,Surface,Operating Subsidiary,Mine only,The Coteau Properties Company,"204 County Road 15, Beulah, ND 58523",,Western,14109960,452,881243,16.46239148895609
3201028,2016,Coyote Creek Mine,North Dakota,Mercer,Active,Surface,Independent Producer Operator,Mine only,"Coyote Creek Mining Company, L","6502 17th St Sw, Zap, ND 58580",,Western,1586812,102,184349,14.277237529983433
3200218,2016,Center Mine,North Dakota,Oliver,Active,Surface,Operating Subsidiary,Mine only,"Bni Coal, Ltd","2360 35th Ave Sw, Center, ND 58530",International Brotherhood Of Electrical Workers,Western,4296307,168,312596,15.273266374442516
3300965,2016,Rice #1 (Strip),Ohio,Belmont,Active,Surface,Independent Producer Operator,Mine only,Oxford Mining Co Llc,"544 Chestnut St, Coshocton, OH 43812",,Appalachia Northern,332541,74,120087,12.714518439746882
3301159,2016,Powhatan No. 6 Mine,Ohio,Belmont,"Active, men working, not producing",Underground,Operating Subsidiary,Mine and Preparation Plant,The Ohio Valley Coal Company,"46226 National Road, St. Clairsvil, OH 43950",United Mine Workers Of America,Appalachia Northern,2815831,281,600261,14.8507679802546
3304605,2016,Carroll Hollow #6,Ohio,Carroll,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Sterling Mining Corporation,"P.O. Box 217, North Lima, OH 44452",,Appalachia Northern,22796,6,9279,10.03434036095489
3300968,2016,Hopedale Mine,Ohio,Harrison,Active,Underground,Operating Subsidiary,Mine only,Hopedale Mining Llc,"86900 Sinfield Road, Hopedale, OH 43976",,Appalachia Northern,351195,87,163517,12.769096903739703
3304414,2016,Snyder Mine,Ohio,Harrison,Active,Surface,Independent Producer Operator,Mine only,Oxford Mining Co. Llc,"544 Chestnut St., Coshocton, OH 43812",,Appalachia Northern,979804,103,206607,13.795107830644088
3304484,2016,Kimble Strips,Ohio,Harrison,Temporarily closed,Surface,Independent Producer Operator,Mine only,Kimble Clay & Limestone,"3596 Sr 39 Nw, Dover, OH 44622",,Appalachia Northern,5408,3,3001,8.5956346177228
3304577,2016,Sexton 2 Pit,Ohio,Harrison,Active,Surface,Operating Subsidiary,Mine only,Oxford Mining Co. Llc,"544 Chestnut St., Coshocton, OH 43812",,Appalachia Northern,464230,55,111577,13.04813539805003
3304645,2016,Vail Mine,Ohio,Harrison,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"28490 Birmingham Road, Freeport, OH 43973",,Appalachia Northern,264378,18,40076,12.485135176236028
3303336,2016,Sands Hill Strip #2,Ohio,Jackson,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Sands Hill Mining Llc,"P.O. Box 650, Hamden, OH 45634",,Appalachia Northern,42447,7,15150,10.656011517864062
3304565,2016,Bergholz 7,Ohio,Jefferson,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"9076 County Road 53, Bergholz, OH 43908",,Appalachia Northern,92519,13,23170,11.43516930781312
3304591,2016,Shean Hill Mine,Ohio,Jefferson,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Sterling Mining Corporation,"P.O. Box 217, North Lima, OH 44452",,Appalachia Northern,18994,6,12113,9.851878418802897
3301070,2016,Century Mine,Ohio,Monroe,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,American Energy Corporation,"43521 Mayhugh Hill Road, Beallsville, OH 43716",,Appalachia Northern,4983672,347,764786,15.421677526689914
3301925,2016,Orange Strip,Ohio,Noble,Active,Surface,Independent Producer Operator,Mine only,B & N Coal Inc,"P.O. Box 100, Dexter City, OH 45727",,Appalachia Northern,439556,44,112072,12.993520405510354
3304336,2016,Oxford Mining #3,Ohio,Perry,Active,Surface,Independent Producer Operator,Mine only,Oxford Mining Co Llc,"P.O. Box 427, Coshocton, OH 43812",,Appalachia Northern,390371,50,109369,12.874852847975086
3304526,2016,Buckingham  Mine #6,Ohio,Perry,Active,Underground,Independent Producer Operator,Mine only,"Buckingham Coal Company,llc","P.O. Box 400, Corning, OH 43730",,Appalachia Northern,710983,165,318404,13.474403798513594
3304109,2016,Kimble #1,Ohio,Tuscarawas,Active,Surface,Operating Subsidiary,Mine only,Kimble Clay & Limestone,"3596 State Route 39 Nw, Dover, OH 44622",,Appalachia Northern,44408,8,17371,10.701174912369996
3304179,2016,Tuscarawas Strip,Ohio,Tuscarawas,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Oxford Mining Co.Llc,"544 Chestnut St., Coshocton, OH 43812",,Appalachia Northern,455769,75,153404,13.02974138119469
3304509,2016,Tusky,Ohio,Tuscarawas,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"5600 Pleasant Valley Road Se, Uhrichsville, OH 44683",,Appalachia Northern,36799,13,25458,10.513225949874762
3301358,2016,Sands Hill Strip,Ohio,Vinton,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Sands Hill Mining Llc,"P.O. Box 650, Hamden, OH 45634",,Appalachia Northern,112428,29,67479,11.63006829573919
3402076,2016,Bull Hill,Oklahoma,Le Flore,Active,Surface,Independent Producer Operator,Mine only,Farrell-Cooper Mining Company,"P.O. Box 11050, Fort Smith, AR 72917",,Interior,126320,29,82590,11.746573648929523
3402080,2016,P8 North,Oklahoma,Le Flore,Active,Underground,Independent Producer Operator,Mine only,Txoma Mining Llc,"P.O. Box 6, Spiro, OK 74959",,Interior,383668,76,206110,12.857532874268793
3402081,2016,H & H,Oklahoma,Nowata,Active,Surface,Independent Producer Operator,Mine only,Brakefield Equipment Inc,"P.O. Box 225, Adair, OK 74330",,Interior,143286,46,92321,11.872597911904718
3401062,2016,Joshua Coal Company,Oklahoma,Okmulgee,Active,Surface,Independent Producer Operator,Mine only,Joshua Coal Company,"P.O. Box 897, Dewar, OK 74431",,Interior,946,1,1307,6.852242569051878
3607443,2016,Cherep #1,Pennsylvania (Bituminous),Allegheny,Active,Surface,Independent Producer Operator,Mine only,Cherep Excavating,"9742 Saltsburg Rd, Pittsburgh, PA 15239",,Appalachia Northern,7516,3,4920,8.924789360533357
3609566,2016,Cherry Mine,Pennsylvania (Bituminous),Allegheny,Temporarily closed,Surface,Independent Producer Operator,Mine only,Collier Land & Coal Developmen,"1633 Route 51, South, Jefferson Hil, PA 15025",,Appalachia Northern,180,2,420,5.19295685089021
3608135,2016,Darmac No. 2 Mine,Pennsylvania (Bituminous),Armstrong,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,112676,14,34016,11.63227172260267
3608603,2016,Tracy Lynne,Pennsylvania (Bituminous),Armstrong,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,92199,15,28492,11.431704563498883
3608701,2016,Dutch Run,Pennsylvania (Bituminous),Armstrong,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,109995,16,33723,11.60819018919601
3608754,2016,East Run Coal Co 2,Pennsylvania (Bituminous),Armstrong,Temporarily closed,Surface,Independent Producer Operator,Mine only,East Run Coal Co,"1425 Olson Rd, Marion Center, PA 15759",,Appalachia Northern,9416,3,5059,9.150165648940114
3608785,2016,Parkwood Mine,Pennsylvania (Bituminous),Armstrong,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,109086,22,31601,11.599891840947327
3608841,2016,Logansport Mine,Pennsylvania (Bituminous),Armstrong,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,80680,14,25078,11.298245992068148
3609468,2016,Long Run,Pennsylvania (Bituminous),Armstrong,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,24670,7,10323,10.113343209523402
3609840,2016,Allegheny Strips,Pennsylvania (Bituminous),Armstrong,Active,Surface,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,13777,2,2047,9.5307558140446
3608725,2016,Beaver Valley,Pennsylvania (Bituminous),Beaver,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,61410,6,7233,11.025327967323445
3609923,2016,Tasara Strips,Pennsylvania (Bituminous),Bedford,Active,Surface,Independent Producer Operator,Mine only,"J & J Svonavec Excavating, Inc","618 Samuels Road, Somerset, PA 15501",,Appalachia Northern,104861,13,28637,11.560390942605942
3609654,2016,Amerikohl Strips,Pennsylvania (Bituminous),Butler,Active,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"202 Sunset Drive, Butler, PA 16001",,Appalachia Northern,212387,33,47663,12.266165361203733
3609697,2016,Uschak,Pennsylvania (Bituminous),Butler,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Grove City Materials,"161 Plain Grove Rd., Slippery Rock, PA 16057",,Appalachia Northern,1075,10,17590,6.980075940561763
3608106,2016,T J #1,Pennsylvania (Bituminous),Cambria,Temporarily closed,Surface,Independent Producer Operator,Mine only,T J Mining Inc,"P.O. Box 370, Carrolltown, PA 15722",,Appalachia Northern,803,1,211,6.688354713946762
3608398,2016,Epb Strip,Pennsylvania (Bituminous),Cambria,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,E P Bender Coal Company,"P.O. Box 594, Carrolltown, PA 15722",,Appalachia Northern,113467,29,53744,11.63926732472926
3609122,2016,Laurel Sand And Stone Inc,Pennsylvania (Bituminous),Cambria,Active,Surface,Operating Subsidiary,Mine only,Laurel Sand & Stone Incorporat,"210 E Main St, Ligonier, PA 15658",,Appalachia Northern,214867,37,92928,12.277774511043836
3609127,2016,Madison Mine,Pennsylvania (Bituminous),Cambria,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,173119,33,64024,12.06173449828346
3609183,2016,Auger #1,Pennsylvania (Bituminous),Cambria,Active,Surface,Independent Producer Operator,Mine only,A J Freno Auger Mining Llc,"4707 Gipsy Road, Glen Campbell, PA 15742",,Appalachia Northern,13850,5,2923,9.536040511615484
3609187,2016,Auger No 3132,Pennsylvania (Bituminous),Cambria,Active,Surface,Independent Producer Operator,Mine only,E E & S Auger Mining Inc,"687 Ambrose Road, Home, PA 15747",,Appalachia Northern,5184,3,2132,8.55333223803211
3609886,2016,Solomon Run  Mine,Pennsylvania (Bituminous),Cambria,Active,Surface,Independent Producer Operator,Mine only,Rjc Kohl Inc,"1927 Killen School Road, Nicktown, PA 15762",,Appalachia Northern,30170,5,6579,10.314603332153107
3610165,2016,Solomon Run,Pennsylvania (Bituminous),Cambria,Active,Surface,Independent Producer Operator,Mine only,Elk Resources Inc,"30 Pounds Road, West Lebanon, PA 15783",,Appalachia Northern,126047,9,17028,11.744410132253506
3605208,2016,Ancient Sun Strip Saylor-Mckin,Pennsylvania (Bituminous),Clarion,Active,Surface,Independent Producer Operator,Mine only,Ancient Sun Inc,"P.O. Box 129, Shippenville, PA 16254",,Appalachia Northern,5880,2,3651,8.679312040892672
3609364,2016,Keck Strips,Pennsylvania (Bituminous),Clarion,Temporarily closed,Surface,Independent Producer Operator,Mine only,Timothy A. Keck,"93 Carrier Street, Summerville, PA 15864",,Appalachia Northern,425,1,52,6.052089168924417
3600884,2016,"River Hill Coal Co., Inc.",Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,River Hill Coal Company Inc,"P.O. Box 141, Kylertown, PA 16847",,Appalachia Northern,40194,23,33615,10.601473009736322
3601241,2016,Rockton/Shaffer Mine,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Strishock Llc,"220 Hillcrest Drive, Dubois, PA 15801",,Appalachia Northern,44800,18,41898,10.709963418403076
3602733,2016,Kasubick #4,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Kasubick Brothers Coal Co.,"501 David Street, Houtzdale, PA 16651",,Appalachia Northern,6321,2,3600,8.751632702472298
3605493,2016,Reese No 1 & 2 Strip,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Philip Reese Coal Company Inc,"P.O. Box 14, Karthaus, PA 16845",,Appalachia Northern,2165,2,2630,7.68017564043659
3606586,2016,Waroquier #1,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,"Waroquier Coal, Inc.","P.O. Box 128, Clearfield, PA 16830",,Appalachia Northern,44837,17,24127,10.710788970398378
3607550,2016,Swisher Contracting Inc.,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Swisher Contracting Inc,"P.O. Box 1223, Clearfield, PA 16830",,Appalachia Northern,25662,8,10343,10.152766577454964
3607561,2016,Baumgardner Operation,Pennsylvania (Bituminous),Clearfield,Temporarily closed,Surface,Independent Producer Operator,Mine only,Larry D Baumgardner Coal Compa,"P.O. Box 186, Lanse, PA 16849",,Appalachia Northern,852,2,2544,6.747586526829315
3607670,2016,King #1,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,King Coal Sales Inc,"P.O. Box 712, Philipsburg, PA 16866",,Appalachia Northern,15427,8,15604,9.64387450001194
3608071,2016,Enercorp Inc,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Enercorp Inc,"1310 Allport Cutoff, Morrisdale, PA 16858",,Appalachia Northern,8433,2,2166,9.039907859574642
3608163,2016,Hoover Job,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Junior Coal Contracting Inncor,"2330 Six Mile Road, Philipsburg, PA 16866",,Appalachia Northern,52278,17,36192,10.864330911459342
3608248,2016,Shawver Operation,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Hilltop Coal Company,"12 Duchtown Rd, Houtzdale, PA 16651",,Appalachia Northern,19942,8,14234,9.900583339388739
3608504,2016,Pioneer #1,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Warren C Hartman Contractor,"5315 Bigler Road, Clearfield, PA 16830",,Appalachia Northern,5156,2,2625,8.547916364059079
3608705,2016,Laurel Ridge #1,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Ramm Coal Inc.,"1092 Spruce Hill Road, Rockton, PA 15856",,Appalachia Northern,522,1,195,6.257667587882639
3608750,2016,"Bell Resources, Inc",Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Bell Resources Inc.,"1340 Hoyt Road, Curwensville, PA 16833",,Appalachia Northern,10669,3,3720,9.275097619191461
3609175,2016,Kellar #1,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Kellar Augering Inc,"11976 Route 954 Highway North, Creekside, PA 15732",,Appalachia Northern,6160,3,1005,8.725832056527565
3609224,2016,Cherry Tree Mine,Pennsylvania (Bituminous),Clearfield,Temporarily closed,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"511 Railroad Ave, Homer City, PA 15748",,Appalachia Northern,26619,4,1059,10.189380525503447
3609341,2016,Roy #2,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Roy Coal Co.,"1115 Poland Ave, Altoona, PA 16601",,Appalachia Northern,10,1,23,2.302585092994046
3609354,2016,Finney Strips,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Finney Enterprises Inc,"2007 Parsonville Road, Osceola Mills, PA 16666",,Appalachia Northern,3785,2,1700,8.23880116587155
3609355,2016,Penfield Mine,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,143195,17,25831,11.87196261669798
3609469,2016,Clearfield County Strips,Pennsylvania (Bituminous),Clearfield,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Rob Holland Enterprise,"52 Holland Lane, Curwensville, PA 16833",,Appalachia Northern,777,1,32,6.655440350367647
3609477,2016,Harmony Mine,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,160836,19,36639,11.988140491266497
3609603,2016,Res Shawville,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920",,Appalachia Northern,233801,28,70666,12.362225605170924
3609604,2016,Res Houtzdale,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920",,Appalachia Northern,133612,15,36541,11.802695356410357
3609605,2016,Res Morrisdale,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920",,Appalachia Northern,202184,24,56868,12.21693345286292
3609651,2016,Clearfield County Strips,Pennsylvania (Bituminous),Clearfield,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,"Black Cat Coal, Llc","446 Cemetery Road, Curwensville, PA 16833",,Appalachia Northern,12474,9,11152,9.431401757086068
3609679,2016,Beard Job,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Ramm Coal Inc,"1092 Spruce Hill Road, Rockton, PA 15856",,Appalachia Northern,327,1,51,5.7899601708972535
3609965,2016,Horton Strips,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Horton Coal Company Llc,"446 Wm Cemetery Road, Curwensville, PA 16833",,Appalachia Northern,1893,7,510,7.545918151209323
3610074,2016,Frantz Brothers Strips,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Frantz Brothers Resources Llc,"24 Wilgus Road, Hillsdale, PA 15746",,Appalachia Northern,3108,3,704,8.041734711487537
3608780,2016,Logan Surface Mine,Pennsylvania (Anthracite),Columbia,Active,Surface,Independent Producer Operator,Mine only,Blaschak Coal Corp,"Route 54, P.O. Box 12, Mahanoy City, PA 17948",United Mine Workers Of America,Appalachia Northern,77261,31,47941,11.254944579444818
3609435,2016,Williamstown Mine #1,Pennsylvania (Anthracite),Dauphin,Active,Underground,Independent Producer Operator,Mine only,"Kimmel's Mining, Inc","P.O. Box 8, Williamstown, PA 17098",,Appalachia Northern,15091,9,18720,9.62185381861855
3601262,2016,Tamburlin Strip,Pennsylvania (Bituminous),Elk,Active,Surface,Independent Producer Operator,Mine only,Tamburlin Brothers Coal Compan,"P.O. Box 1419, Clearfield, PA 16830",,Appalachia Northern,938,2,1601,6.843749949006225
3606393,2016,Wymps Gap Surface Coal Mine,Pennsylvania (Bituminous),Fayette,Active,Surface,Independent Producer Operator,Mine only,Charles L Swenglish & Sons Coa,"P.O. Box 43, Smithfield, PA 15478",,Appalachia Northern,2596,4,6290,7.86172707782398
3608505,2016,Waltersburg Mine,Pennsylvania (Bituminous),Fayette,Temporarily closed,Surface,Independent Producer Operator,Mine only,Piccolomini Contractors Inc.,"P.O. Box 78, Waltersburg, PA 15488",,Appalachia Northern,962,4,1559,6.8690144506657065
3609086,2016,Rose Mine,Pennsylvania (Bituminous),Fayette,Active,Surface,Independent Producer Operator,Mine only,Steve Patterson Llc,"170 Yasenosky Road, Smithfield, PA 15478",,Appalachia Northern,233,1,600,5.4510384535657
